0.2963,0.1577,0.1603
0.3236,0.1573,0.083
0.3407,0.1212,0.0249
0.3518,0.0578,-0.008
0.3543,-0.0198,-0.0146
0.347,-0.0923,0.0052
0.3329,-0.1433,0.0509
0.3119,-0.1622,0.12
0.2758,-0.1435,0.2005
0.2214,-0.0953,0.2642
0.1834,-0.0488,0.2908
0.1818,-0.0102,0.2977
0.1824,0.03,0.2954
0.1931,0.0687,0.2825
0.2502,0.1216,0.2364
0.2963,0.1577,0.1603
