48.15,57.7,45.7273
61.8,72.1007,-44.9237
70.35,81.1659,-86.4894
75.9,87.055,-103.9005
77.15,88.5714,-106.969
73.5,84.6,-97.355
66.45,77.1323,-69.846
55.95,65.8487,-8.2569
37.9,46.728,124.7758
10.7,17.7998,416.0156
-8.3,-2.4,1142.735
-9.1,-2.8571,2735.2381
-8.8,-2.9126,1882.5503
-3.45,2.6906,691.3165
25.1,33.0416,241.1255
48.15,57.7,45.7273
