0.4889,-0.0871,0.9549,-0.8678
0.4525,-0.3655,0.802,-0.4365
0.3419,-0.5278,0.6358,-0.108
0.1629,-0.6043,0.5144,0.0899
-0.0558,-0.6183,0.4866,0.1317
-0.2599,-0.5749,0.5658,0.0091
-0.4064,-0.4594,0.7168,-0.2574
-0.4797,-0.2423,0.884,-0.6417
-0.4797,0.0976,1.0086,-1.1062
-0.4064,0.5076,1.0513,-1.5589
-0.2599,0.7854,1.0142,-1.7907
-0.0558,0.8469,0.9677,-1.7907
0.1629,0.8252,0.9843,-1.7907
0.3419,0.6951,1.0447,-1.7398
0.4525,0.3018,1.0406,-1.3424
0.4889,-0.0871,0.9549,-0.8678
